,Unnamed: 0,ID,Date,Cases,Cases_New,Type,Age,Sex,Source
9251362,9251362,NL,2020-01-03,1.0,1.0,Active,Total,Total,JRC
9251363,9251363,NL,2020-01-03,1.0,1.0,Confirmed,Total,Total,JRC
9251364,9251364,NL,2020-01-03,0.0,0.0,Deaths,Total,Total,JRC
9251365,9251365,NL,2020-01-03,0.0,0.0,Hospitalized,Total,Total,JRC
9251366,9251366,NL,2020-01-04,1.0,0.0,Active,Total,Total,JRC
9251367,9251367,NL,2020-01-04,1.0,0.0,Confirmed,Total,Total,JRC
9251368,9251368,NL,2020-01-04,0.0,0.0,Deaths,Total,Total,JRC
9251369,9251369,NL,2020-01-04,0.0,0.0,Hospitalized,Total,Total,JRC
9251370,9251370,NL,2020-01-05,1.0,0.0,Active,Total,Total,JRC
9251371,9251371,NL,2020-01-05,1.0,0.0,Confirmed,Total,Total,JRC
9251372,9251372,NL,2020-01-05,0.0,0.0,Deaths,Total,Total,JRC
9251373,9251373,NL,2020-01-05,0.0,0.0,Hospitalized,Total,Total,JRC
9251374,9251374,NL,2020-01-06,1.0,0.0,Active,Total,Total,JRC
9251375,9251375,NL,2020-01-06,1.0,0.0,Confirmed,Total,Total,JRC
9251376,9251376,NL,2020-01-06,0.0,0.0,Deaths,Total,Total,JRC
9251377,9251377,NL,2020-01-06,0.0,0.0,Hospitalized,Total,Total,JRC
9251378,9251378,NL,2020-01-07,1.0,0.0,Active,Total,Total,JRC
9251379,9251379,NL,2020-01-07,1.0,0.0,Confirmed,Total,Total,JRC
9251380,9251380,NL,2020-01-07,0.0,0.0,Deaths,Total,Total,JRC
9251381,9251381,NL,2020-01-07,0.0,0.0,Hospitalized,Total,Total,JRC
9251382,9251382,NL,2020-01-08,1.0,0.0,Active,Total,Total,JRC
9251383,9251383,NL,2020-01-08,1.0,0.0,Confirmed,Total,Total,JRC
9251384,9251384,NL,2020-01-08,0.0,0.0,Deaths,Total,Total,JRC
9251385,9251385,NL,2020-01-08,0.0,0.0,Hospitalized,Total,Total,JRC
9251386,9251386,NL,2020-01-09,1.0,0.0,Active,Total,Total,JRC
9251387,9251387,NL,2020-01-09,1.0,0.0,Confirmed,Total,Total,JRC
9251388,9251388,NL,2020-01-09,0.0,0.0,Deaths,Total,Total,JRC
9251389,9251389,NL,2020-01-09,0.0,0.0,Hospitalized,Total,Total,JRC
9251390,9251390,NL,2020-01-10,1.0,0.0,Active,Total,Total,JRC
9251391,9251391,NL,2020-01-10,1.0,0.0,Confirmed,Total,Total,JRC
9251392,9251392,NL,2020-01-10,0.0,0.0,Deaths,Total,Total,JRC
9251393,9251393,NL,2020-01-10,0.0,0.0,Hospitalized,Total,Total,JRC
9251394,9251394,NL,2020-01-11,1.0,0.0,Active,Total,Total,JRC
9251395,9251395,NL,2020-01-11,1.0,0.0,Confirmed,Total,Total,JRC
9251396,9251396,NL,2020-01-11,0.0,0.0,Deaths,Total,Total,JRC
9251397,9251397,NL,2020-01-11,0.0,0.0,Hospitalized,Total,Total,JRC
9251398,9251398,NL,2020-01-12,1.0,0.0,Active,Total,Total,JRC
9251399,9251399,NL,2020-01-12,1.0,0.0,Confirmed,Total,Total,JRC
9251400,9251400,NL,2020-01-12,0.0,0.0,Deaths,Total,Total,JRC
9251401,9251401,NL,2020-01-12,0.0,0.0,Hospitalized,Total,Total,JRC
9251402,9251402,NL,2020-01-13,1.0,0.0,Active,Total,Total,JRC
9251403,9251403,NL,2020-01-13,1.0,0.0,Confirmed,Total,Total,JRC
9251404,9251404,NL,2020-01-13,0.0,0.0,Deaths,Total,Total,JRC
9251405,9251405,NL,2020-01-13,0.0,0.0,Hospitalized,Total,Total,JRC
9251406,9251406,NL,2020-01-14,1.0,0.0,Active,Total,Total,JRC
9251407,9251407,NL,2020-01-14,1.0,0.0,Confirmed,Total,Total,JRC
9251408,9251408,NL,2020-01-14,0.0,0.0,Deaths,Total,Total,JRC
9251409,9251409,NL,2020-01-14,0.0,0.0,Hospitalized,Total,Total,JRC
9251410,9251410,NL,2020-01-15,1.0,0.0,Active,Total,Total,JRC
9251411,9251411,NL,2020-01-15,1.0,0.0,Confirmed,Total,Total,JRC
9251412,9251412,NL,2020-01-15,0.0,0.0,Deaths,Total,Total,JRC
9251413,9251413,NL,2020-01-15,0.0,0.0,Hospitalized,Total,Total,JRC
9251414,9251414,NL,2020-01-16,1.0,0.0,Active,Total,Total,JRC
9251415,9251415,NL,2020-01-16,1.0,0.0,Confirmed,Total,Total,JRC
9251416,9251416,NL,2020-01-16,0.0,0.0,Deaths,Total,Total,JRC
9251417,9251417,NL,2020-01-16,0.0,0.0,Hospitalized,Total,Total,JRC
9251418,9251418,NL,2020-01-17,1.0,0.0,Active,Total,Total,JRC
9251419,9251419,NL,2020-01-17,1.0,0.0,Confirmed,Total,Total,JRC
9251420,9251420,NL,2020-01-17,0.0,0.0,Deaths,Total,Total,JRC
9251421,9251421,NL,2020-01-17,0.0,0.0,Hospitalized,Total,Total,JRC
9251422,9251422,NL,2020-01-18,1.0,0.0,Active,Total,Total,JRC
9251423,9251423,NL,2020-01-18,1.0,0.0,Confirmed,Total,Total,JRC
9251424,9251424,NL,2020-01-18,0.0,0.0,Deaths,Total,Total,JRC
9251425,9251425,NL,2020-01-18,0.0,0.0,Hospitalized,Total,Total,JRC
9251426,9251426,NL,2020-01-19,1.0,0.0,Active,Total,Total,JRC
9251427,9251427,NL,2020-01-19,1.0,0.0,Confirmed,Total,Total,JRC
9251428,9251428,NL,2020-01-19,0.0,0.0,Deaths,Total,Total,JRC
